1.092	8.278e5
1.162	5.421e5
1.249	2.625e5
1.338	1.433e5
1.442	1.392e5
1.579	1.401e5
1.729	1.567e5
2.021	1.719e5
2.265	1.704e5
2.612	1.704e5
3.093	1.460e5
3.575	1.129e5
4.130	78903.758
4.616	52647.945
5.145	33574.066
5.666	19681.998
6.053	12047.908
6.456	6507.484
6.887	3090.517
7.220	1563.293
7.589	597.955
7.896	276.708
8.109	136.488
8.338	73.629
8.613	36.587
8.887	16.005
9.240	6.161
9.637	2.814
10.435	1.343
12.281	0.956
14.183	0.737
16.489	0.562
18.932	0.415
21.656	0.299
24.586	0.210
28.423	0.139
31.726	0.090
34.970	0.054
38.323	0.028
42.275	0.012
45.180	0.006
48.697	0.002
52.081	0.001
56.938	0.001
64.146	0.002
71.871	0.002
81.481	0.002
90.432	8.396e-4
100.213	3.150e-4
107.341	1.395e-4
